assists,blocked,evenTimeOnIce,evenTimeOnIcePerGame,faceOffPct,gameWinningGoals,games,goals,hits,overTimeGoals,penaltyMinutes,pim,plusMinus,points,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,powerPlayTimeOnIcePerGame,shifts,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,shortHandedTimeOnIcePerGame,shotPct,shots,timeOnIce,timeOnIcePerGame,age,season,id
6,53,698:46,15:52,0.0,1,44,2,14,0,12,12,-3,8,0,0,02:56,00:04,1157,1,1,114:55,02:36,4.3,47,816:37,18:33,35.0,20182019,8470110
7,125,1331:21,17:17,0.0,4,77,9,24,1,36,36,-5,16,0,0,46:55,00:36,2215,1,3,215:20,02:47,8.7,103,1593:36,20:41,34.0,20172018,8470110
14,83,916:26,16:21,0.0,0,56,5,29,0,37,37,7,19,1,4,91:43,01:38,1577,0,1,133:02,02:22,6.0,84,1141:11,20:22,33.0,20162017,8470110
22,79,1305:44,15:55,0.0,0,82,6,42,0,34,34,9,28,1,9,152:05,01:51,2010,0,0,54:22,00:39,4.6,130,1512:11,18:26,32.0,20152016,8470110
22,123,1170:57,17:13,0.0,2,68,16,29,0,34,34,-13,38,6,12,186:51,02:44,2050,2,2,197:43,02:54,14.2,113,1555:31,22:52,31.0,20142015,8470110
16,98,1176:23,17:33,0.0,3,67,9,42,0,38,38,10,25,1,4,79:10,01:10,1787,0,0,161:12,02:24,8.4,107,1416:45,21:08,30.0,20132014,8470110
9,69,731:50,16:37,0.0,0,44,4,27,0,14,14,1,13,2,3,96:32,02:11,1260,0,1,113:46,02:35,6.9,58,942:08,21:24,29.0,20122013,8470110
21,115,1341:23,16:58,0.0,2,79,4,45,0,42,42,3,25,1,6,171:18,02:10,2203,0,0,197:29,02:29,3.0,134,1710:10,21:38,28.0,20112012,8470110
19,124,1533:12,18:41,0.0,1,82,8,32,0,34,34,7,27,2,5,158:21,01:55,2330,0,0,152:16,01:51,6.1,131,1843:49,22:29,27.0,20102011,8470110
16,131,1405:15,18:15,0.0,2,77,6,36,0,25,25,3,22,2,5,129:05,01:40,2162,0,1,174:03,02:15,5.6,107,1708:23,22:11,26.0,20092010,8470110
25,44,941:56,13:04,48.75,4,72,10,79,0,14,14,-7,35,0,8,160:12,02:13,1641,0,1,98:47,01:22,8.3,120,1200:55,16:40,35.0,20182019,8470144
17,62,1012:04,12:48,46.39,3,79,16,49,0,14,14,1,33,4,7,69:15,00:52,1848,2,3,169:04,02:08,11.9,134,1250:23,15:49,34.0,20172018,8470144
24,54,1013:28,12:49,53.78,0,79,17,64,0,18,18,-19,41,4,15,189:46,02:24,1927,2,2,151:27,01:55,10.5,162,1354:41,17:08,33.0,20162017,8470144
32,92,1053:28,13:00,50.12,2,81,20,35,0,12,12,1,52,7,20,220:41,02:43,1952,2,2,161:10,01:59,11.0,181,1435:19,17:43,32.0,20152016,8470144
29,80,934:22,11:58,48.19,4,78,14,48,0,12,12,8,43,4,18,222:38,02:51,1837,1,3,136:13,01:44,8.9,157,1293:13,16:34,31.0,20142015,8470144
33,47,1019:50,12:44,49.26,0,80,25,39,0,8,8,-11,58,5,20,274:25,03:25,1983,2,3,172:45,02:09,15.0,167,1467:00,18:20,30.0,20132014,8470144
23,47,647:35,13:29,48.02,1,48,6,23,0,12,12,-3,29,2,10,100:16,02:05,1168,1,1,116:58,02:26,6.5,93,864:49,18:01,29.0,20122013,8470144
30,66,1061:04,12:56,45.24,1,82,17,29,0,6,6,-3,47,5,15,204:36,02:29,1837,0,0,165:27,02:01,12.8,133,1431:07,17:27,28.0,20112012,8470144
31,63,869:46,12:15,46.21,1,71,13,23,0,38,38,13,44,0,8,178:39,02:30,1692,7,8,212:47,02:59,8.3,156,1261:12,17:45,27.0,20102011,8470144
26,41,934:56,12:18,50.04,1,76,12,39,1,6,6,4,38,0,8,223:40,02:56,1763,1,2,149:50,01:58,8.8,136,1308:26,17:12,26.0,20092010,8470144
20,13,737:26,11:31,28.0,1,64,16,38,0,26,26,-12,36,4,11,164:43,02:34,1188,0,0,00:59,00:00,14.8,108,903:08,14:06,35.0,20182019,8470598
32,18,967:07,12:05,25.0,1,80,24,36,0,36,36,-3,56,4,15,159:18,01:59,1585,0,0,00:36,00:00,14.3,168,1127:01,14:05,34.0,20172018,8470598
31,5,796:35,11:42,40.0,2,68,17,29,0,22,22,-5,48,5,13,181:49,02:40,1283,0,0,01:05,00:00,12.8,133,979:29,14:24,33.0,20162017,8470598
23,17,961:36,12:59,31.57,5,74,18,18,0,22,22,-10,41,6,14,192:06,02:35,1434,0,0,01:30,00:01,12.3,146,1155:12,15:36,32.0,20152016,8470598
31,13,1055:16,13:11,50.0,2,80,21,32,0,37,37,-6,52,5,17,240:25,03:00,1582,0,0,01:00,00:00,12.3,171,1296:41,16:12,31.0,20142015,8470598
41,17,1197:56,15:21,43.47,4,78,27,30,0,46,46,7,68,8,18,308:54,03:57,1685,0,0,02:33,00:01,10.9,248,1509:23,19:21,30.0,20132014,8470598
21,4,565:27,14:52,66.66,2,38,20,13,0,20,20,-1,41,9,14,126:16,03:19,801,1,1,07:42,00:12,16.8,119,699:25,18:24,29.0,20122013,8470598
35,22,1061:14,13:36,50.0,5,78,26,34,1,52,52,-6,61,10,24,237:28,03:02,1635,0,0,22:14,00:17,12.7,204,1320:56,16:56,28.0,20112012,8470598
41,12,1122:10,14:01,30.76,5,80,32,30,2,24,24,2,73,11,28,261:02,03:15,1705,0,0,05:05,00:03,13.4,238,1388:17,17:21,27.0,20102011,8470598
25,15,925:28,13:02,22.22,6,71,28,46,0,42,42,9,53,10,18,257:43,03:37,1512,0,0,07:13,00:06,15.4,182,1190:24,16:45,26.0,20092010,8470598
5,61,817:36,14:20,0.0,0,57,0,38,0,28,28,-2,5,0,0,01:33,00:01,1197,0,0,95:32,01:40,0.0,39,914:41,16:02,36.0,20182019,8469465
21,113,1374:40,17:11,0.0,1,80,3,82,0,33,33,-6,24,0,2,27:23,00:20,2161,0,0,213:00,02:39,4.5,66,1615:03,20:11,35.0,20172018,8469465
15,100,1246:06,15:46,0.0,0,79,1,93,0,23,23,-7,16,1,1,123:54,01:34,2035,0,2,159:26,02:01,1.2,83,1529:26,19:21,34.0,20162017,8469465
10,72,1010:19,17:25,0.0,1,58,3,64,0,28,28,-2,13,1,3,80:32,01:23,1639,0,0,151:14,02:36,4.2,72,1242:05,21:24,33.0,20152016,8469465
22,71,1034:20,17:31,0.0,0,59,1,82,0,44,44,0,23,1,3,103:41,01:45,1668,0,0,132:20,02:14,1.2,82,1270:21,21:31,32.0,20142015,8469465
17,130,1500:50,18:59,0.0,0,79,5,87,0,26,26,13,22,0,3,145:48,01:50,2321,0,0,245:58,03:06,3.3,150,1892:36,23:57,31.0,20132014,8469465
20,63,851:23,18:06,0.0,0,47,4,47,0,12,12,9,24,0,6,103:51,02:12,1304,1,1,144:06,03:03,6.6,61,1099:20,23:23,30.0,20122013,8469465
33,99,1528:02,18:38,0.0,0,82,4,103,0,46,46,29,37,1,11,152:51,01:51,2360,0,2,240:18,02:55,2.9,140,1921:11,23:25,29.0,20112012,8469465
17,89,1149:09,17:57,0.0,1,64,6,76,1,34,34,29,23,2,7,100:34,01:34,1772,0,0,201:46,03:09,5.5,109,1451:29,22:40,28.0,20102011,8469465
19,95,1416:55,18:09,0.0,0,78,5,148,0,49,49,4,24,0,1,33:30,00:25,2029,0,0,207:30,02:39,4.3,115,1657:55,21:15,27.0,20092010,8469465
0,10,246:13,06:28,0.0,0,38,1,112,0,67,67,-13,1,0,0,00:11,00:00,363,0,0,00:02,00:00,4.5,22,246:26,06:29,34.0,20182019,8471657
3,19,353:44,07:22,0.0,0,48,1,131,0,111,111,-11,4,0,0,00:25,00:00,536,0,0,00:15,00:00,2.8,36,354:24,07:23,33.0,20172018,8471657
1,14,416:36,07:03,0.0,0,59,5,150,0,145,145,-3,6,0,0,04:49,00:04,662,0,0,01:21,00:01,16.7,30,422:46,07:09,32.0,20162017,8471657
5,28,786:08,09:35,100.0,1,82,8,240,0,138,138,1,13,1,1,13:33,00:09,1229,0,0,64:33,00:47,11.0,73,864:14,10:32,31.0,20152016,8471657
5,43,770:04,09:23,11.11,2,82,7,268,0,191,191,-2,12,0,0,36:18,00:26,1315,1,1,110:42,01:21,7.4,94,917:04,11:11,30.0,20142015,8471657
8,33,625:08,08:48,20.0,0,71,5,148,0,122,122,2,13,0,0,01:15,00:01,1075,1,1,106:52,01:30,6.6,76,733:15,10:19,29.0,20132014,8471657
4,17,532:36,11:05,41.17,0,48,8,106,0,83,83,4,12,0,1,23:32,00:29,875,0,0,72:07,01:30,10.1,79,628:15,13:05,28.0,20122013,8471657
5,13,533:57,07:07,66.66,0,75,6,123,0,164,164,0,11,0,0,02:18,00:01,763,0,0,03:18,00:02,9.7,62,539:33,07:11,27.0,20112012,8471657
3,20,646:45,09:06,37.5,0,71,5,147,0,189,189,-7,8,2,2,12:19,00:10,965,0,0,35:19,00:29,6.8,73,694:23,09:46,26.0,20102011,8471657
11,28,840:48,11:21,30.76,1,74,7,197,0,138,138,-13,18,0,0,15:16,00:12,1366,0,1,100:35,01:21,6.0,117,956:39,12:55,25.0,20092010,8471657
13,28,1019:31,12:54,23.52,2,79,17,137,0,99,99,-16,30,5,8,217:40,02:45,1530,0,0,00:27,00:00,10.8,157,1237:38,15:39,30.0,20182019,8474190
22,54,1043:46,13:55,57.14,5,75,24,129,1,57,57,-16,46,11,17,248:30,03:18,1700,1,1,64:18,00:51,13.6,176,1356:34,18:05,29.0,20172018,8474190
23,60,1127:04,13:44,47.05,4,82,31,162,1,122,122,-18,54,16,25,304:32,03:42,2049,2,2,124:07,01:30,13.8,224,1555:43,18:58,28.0,20162017,8474190
28,44,1100:24,13:35,71.42,5,81,32,192,0,147,147,-7,60,13,21,293:20,03:37,1831,0,0,02:14,00:01,14.0,229,1395:58,17:14,27.0,20152016,8474190
22,36,1023:32,13:38,80.0,6,75,28,168,0,66,66,-5,50,14,24,236:28,03:09,1602,0,0,00:35,00:00,14.9,188,1260:35,16:48,26.0,20142015,8474190
31,35,1093:09,13:19,50.0,4,82,29,132,0,106,106,-4,60,15,24,278:42,03:23,1694,0,0,03:19,00:02,13.9,209,1375:10,16:46,25.0,20132014,8474190
17,16,558:02,12:24,66.66,4,45,15,72,0,82,82,-7,32,6,16,144:36,03:12,867,0,0,01:03,00:01,13.6,110,703:41,15:38,24.0,20122013,8474190
21,34,1037:24,12:39,41.17,4,82,28,140,0,114,114,-1,49,11,16,264:01,03:13,1590,0,0,03:13,00:02,14.2,197,1304:38,15:54,23.0,20112012,8474190
16,23,1002:09,12:31,36.84,3,80,14,125,0,75,75,-2,30,1,1,67:35,00:50,1513,0,0,06:40,00:05,12.0,117,1076:24,13:27,22.0,20102011,8474190
24,32,1066:53,13:40,30.0,2,78,16,126,0,116,116,22,40,0,0,12:36,00:09,1540,0,0,49:58,00:38,12.6,127,1129:27,14:28,21.0,20092010,8474190
0,0,01:52,01:52,0.0,0,1,0,1,0,0,0,0,0,0,0,00:00,00:00,3,0,0,00:00,00:00,0.0,0,01:52,01:52,35.0,20182019,8469501
6,16,350:31,07:00,58.33,0,50,1,99,0,60,60,-4,7,0,0,01:08,00:01,572,0,0,00:16,00:00,2.9,35,351:55,07:02,34.0,20172018,8469501
1,25,404:46,06:19,50.0,0,64,3,90,0,95,95,-7,4,0,0,02:07,00:01,735,1,1,39:36,00:37,8.3,36,446:29,06:58,33.0,20162017,8469501
6,32,766:55,09:21,55.73,2,82,6,146,0,81,81,-1,12,0,0,06:19,00:04,1288,1,1,56:43,00:41,8.6,70,829:57,10:07,32.0,20152016,8469501
7,29,644:46,07:57,64.28,2,81,7,126,0,76,76,-5,14,0,0,08:30,00:06,1050,0,0,01:45,00:01,10.4,67,655:01,08:05,31.0,20142015,8469501
9,34,485:28,08:49,60.6,1,55,2,108,0,65,65,0,11,0,0,02:54,00:03,713,0,0,04:00,00:04,7.7,26,492:22,08:57,30.0,20132014,8469501
2,19,253:02,06:01,43.47,0,42,2,65,0,70,70,-5,4,0,0,01:01,00:01,398,0,0,11:33,00:16,15.4,13,265:36,06:19,29.0,20122013,8469501
7,46,692:27,09:37,58.2,0,72,4,151,0,83,83,-6,11,0,0,05:16,00:04,1102,0,0,35:25,00:29,5.8,69,733:08,10:10,28.0,20112012,8469501
10,71,946:42,11:32,49.8,0,82,9,129,0,77,77,-4,19,2,3,31:20,00:22,1693,0,0,153:14,01:52,7.9,114,1131:16,13:47,27.0,20102011,8469501
9,37,583:07,07:40,55.17,0,76,4,103,0,89,89,6,13,0,0,02:14,00:01,1074,3,3,173:20,02:16,6.3,63,758:41,09:58,26.0,20092010,8469501
14,127,1441:29,18:28,0.0,1,78,3,61,0,40,40,-3,17,0,0,04:27,00:03,2077,0,0,171:03,02:11,3.7,82,1616:59,20:43,35.0,20182019,8470151
5,58,627:41,17:56,0.0,0,35,2,29,0,16,16,5,7,0,0,01:26,00:02,852,0,0,75:40,02:09,4.4,45,704:47,20:08,34.0,20172018,8470151
14,111,1561:11,19:16,0.0,0,81,1,67,0,28,28,6,15,0,1,11:55,00:08,2366,0,0,241:43,02:59,0.9,106,1814:49,22:24,33.0,20162017,8470151
16,110,1383:05,19:12,0.0,0,72,3,71,0,18,18,-4,19,1,2,48:51,00:40,2141,0,0,232:17,03:13,2.9,105,1664:13,23:06,32.0,20152016,8470151
11,99,1339:19,18:36,0.0,0,72,2,42,0,24,24,7,13,0,4,89:22,01:14,2203,0,0,203:12,02:49,2.2,92,1631:53,22:39,31.0,20142015,8470151
33,106,1531:38,18:40,75.0,0,82,4,51,0,20,20,26,37,1,11,172:30,02:06,2569,0,0,267:51,03:15,2.6,152,1971:59,24:02,30.0,20132014,8470151
15,61,936:56,19:56,0.0,0,47,7,41,0,22,22,-6,22,1,7,83:34,01:46,1425,0,2,137:18,02:55,8.9,79,1157:48,24:38,29.0,20122013,8470151
24,118,1678:21,20:28,0.0,1,82,5,69,0,26,26,-21,29,2,10,178:47,02:10,2343,0,0,271:23,03:18,4.7,107,2128:31,25:57,28.0,20112012,8470151
20,134,1628:26,19:51,0.0,1,82,4,72,0,44,44,-2,24,1,8,227:38,02:46,2554,0,0,274:52,03:21,3.3,121,2130:56,25:59,27.0,20102011,8470151
26,126,1575:32,19:12,0.0,0,82,3,73,0,48,48,-4,29,1,12,237:00,02:53,2516,0,2,312:55,03:48,2.3,130,2125:27,25:55,26.0,20092010,8470151
17,50,819:38,12:36,37.93,0,65,10,55,0,14,14,2,27,2,5,83:17,01:16,1429,1,2,126:46,01:57,8.8,114,1029:41,15:50,35.0,20182019,8470257
31,58,1104:54,14:32,40.67,2,76,15,53,0,20,20,-11,46,4,14,222:19,02:55,1873,1,1,93:31,01:13,8.9,168,1420:44,18:41,34.0,20172018,8470257
35,69,1104:20,14:31,40.89,2,76,16,33,0,53,53,-2,51,3,16,221:37,02:54,2047,0,0,141:17,01:51,13.7,117,1467:14,19:18,33.0,20162017,8470257
35,35,1046:54,15:37,44.53,2,67,17,50,1,48,48,3,52,2,21,198:03,02:57,1950,1,1,119:55,01:47,9.9,172,1364:52,20:22,32.0,20152016,8470257
40,37,1104:54,14:55,50.34,5,74,24,32,1,33,33,8,64,8,24,244:07,03:17,2077,0,0,129:33,01:45,10.8,223,1478:34,19:58,31.0,20142015,8470257
29,28,1023:28,15:03,48.98,9,68,33,43,0,46,46,17,62,7,17,226:18,03:19,1869,1,3,129:22,01:54,15.6,211,1379:08,20:16,30.0,20132014,8470257
19,22,592:18,14:48,46.07,3,40,8,28,1,14,14,5,27,3,9,102:26,02:33,1134,0,0,64:57,01:37,6.2,129,759:41,18:59,29.0,20122013,8470257
13,29,641:33,14:55,55.78,3,43,15,24,0,28,28,24,28,3,5,107:43,02:30,1221,0,0,73:11,01:42,11.2,134,822:27,19:07,28.0,20112012,8470257
31,28,1113:51,15:28,38.67,5,72,20,39,0,26,26,-3,51,1,10,225:07,03:07,1774,2,2,68:44,00:57,9.2,218,1407:42,19:33,27.0,20102011,8470257
23,39,845:58,12:26,41.09,4,68,24,45,0,30,30,6,47,7,16,185:24,02:43,1523,2,2,75:25,01:06,12.7,189,1106:47,16:16,26.0,20092010,8470257
23,13,839:38,14:43,45.45,1,57,23,52,0,46,46,3,46,7,14,133:17,02:20,1189,0,0,01:31,00:01,20.5,112,974:26,17:05,30.0,20182019,8474102
50,20,1055:28,15:04,40.33,4,70,16,118,3,50,50,1,66,1,18,176:48,02:31,1429,0,0,14:19,00:12,12.8,125,1246:35,17:48,29.0,20172018,8474102
28,28,1151:03,14:02,48.48,3,82,18,87,1,54,54,-2,46,3,13,173:40,02:07,2019,1,1,93:43,01:08,11.9,151,1418:26,17:17,28.0,20162017,8474102
24,23,931:07,13:06,20.0,1,71,12,142,0,62,62,-1,36,4,12,146:57,02:04,1527,0,0,02:02,00:01,8.2,147,1080:06,15:12,27.0,20152016,8474102
24,21,1188:47,14:40,25.0,2,81,17,171,0,62,62,-25,41,3,9,213:44,02:38,1894,0,0,01:03,00:00,8.7,196,1403:34,17:19,26.0,20142015,8474102
29,20,1234:03,15:49,33.33,2,78,28,116,0,90,90,-16,57,8,13,220:46,02:49,1953,1,1,36:59,00:28,12.7,220,1491:48,19:07,25.0,20132014,8474102
15,11,709:57,14:47,36.36,2,48,10,48,0,44,44,0,25,2,6,119:02,02:28,1275,0,0,35:21,00:44,11.9,84,864:20,18:00,24.0,20122013,8474102
21,13,848:53,14:53,20.0,4,57,21,32,0,28,28,19,42,5,10,151:32,02:39,1509,1,2,41:55,00:44,18.4,114,1042:20,18:17,23.0,20112012,8474102
2,1,134:38,13:27,0.0,0,10,5,6,0,12,12,7,7,0,0,45:01,04:30,223,0,1,04:32,00:27,17.2,29,184:11,18:25,22.0,20102011,8474102
27,12,1066:44,13:00,38.09,2,82,20,78,0,60,60,-10,47,5,13,219:22,02:40,1802,1,2,38:37,00:28,12.0,166,1324:43,16:09,21.0,20092010,8474102
57,144,1424:26,18:15,0.0,2,78,17,58,0,69,69,39,74,3,21,258:14,03:18,2177,4,6,207:59,02:39,7.7,221,1890:39,24:14,35.0,20182019,8470966
25,161,1521:13,18:33,0.0,4,82,13,93,2,63,63,0,38,1,10,257:07,03:08,2301,1,1,254:15,03:06,6.1,214,2032:35,24:47,34.0,20172018,8470966
27,184,1438:05,17:45,0.0,4,81,12,78,1,59,59,22,39,3,14,209:42,02:35,2364,2,3,262:23,03:14,7.9,151,1910:10,23:34,33.0,20162017,8470966
35,193,1573:57,19:11,0.0,2,82,21,65,1,54,54,-5,56,9,19,261:44,03:11,2497,1,3,197:20,02:24,9.9,212,2033:01,24:47,32.0,20152016,8470966
37,128,1211:58,19:52,0.0,2,61,11,59,1,37,37,13,48,2,14,193:29,03:10,1909,1,1,130:06,02:07,7.0,157,1535:33,25:10,31.0,20142015,8470966
33,103,1225:27,19:08,0.0,2,64,14,73,0,63,63,12,47,7,20,220:01,03:26,2001,0,3,169:30,02:38,7.8,180,1614:58,25:14,30.0,20132014,8470966
11,93,857:58,18:15,0.0,1,47,4,65,1,40,40,-7,15,1,3,102:25,02:10,1422,1,2,128:08,02:43,6.9,58,1088:31,23:09,29.0,20122013,8470966
18,127,1064:19,17:26,0.0,0,61,9,84,0,75,75,0,27,5,10,205:18,03:21,1697,0,1,134:37,02:12,7.2,125,1404:14,23:01,28.0,20112012,8470966
35,193,1434:41,17:29,0.0,1,82,8,140,0,67,67,-8,43,5,25,290:01,03:32,2497,0,0,172:51,02:06,4.8,165,1897:33,23:08,27.0,20102011,8470966
19,126,1333:18,16:15,0.0,1,82,11,153,0,81,81,17,30,5,14,220:39,02:41,2270,0,0,154:45,01:53,9.9,111,1708:42,20:50,26.0,20092010,8470966
12,19,802:18,12:44,45.45,1,63,7,46,0,28,28,-5,19,2,6,139:03,02:12,1252,0,0,01:01,00:00,5.0,141,942:22,14:57,31.0,20182019,8471707
19,30,1043:21,14:41,0.0,6,71,25,44,1,24,24,-11,44,5,9,173:50,02:26,1412,0,0,02:15,00:01,12.4,202,1219:26,17:10,30.0,20172018,8471707
18,18,1042:07,14:53,50.0,5,70,23,84,1,35,35,-10,41,5,13,192:03,02:44,1599,0,0,04:22,00:03,11.4,202,1238:32,17:41,29.0,20162017,8471707
27,31,1334:23,16:16,29.63,3,82,31,113,0,65,65,27,58,4,14,227:55,02:46,1931,0,0,01:33,00:01,11.6,268,1563:51,19:04,28.0,20152016,8471707
14,30,1017:26,15:11,41.17,6,67,23,71,2,57,57,12,37,3,4,193:29,02:53,1476,0,0,00:57,00:00,10.4,221,1211:52,18:05,27.0,20142015,8471707
34,23,861:05,14:35,27.77,4,59,27,58,3,55,55,15,61,11,26,226:14,03:50,1251,0,0,01:11,00:01,11.3,238,1088:30,18:26,26.0,20132014,8471707
15,17,538:23,13:27,16.66,6,40,21,56,0,26,26,5,36,9,16,159:51,03:59,780,0,0,00:31,00:00,15.4,136,698:45,17:28,25.0,20122013,8471707
41,15,1215:01,15:11,26.66,4,80,40,108,0,87,87,6,81,18,30,314:16,03:55,1681,0,0,01:28,00:01,12.2,329,1530:45,19:08,24.0,20112012,8471707
23,26,1170:18,14:48,34.78,3,79,22,159,0,66,66,7,45,5,10,204:01,02:34,1703,0,0,07:55,00:06,10.4,212,1382:14,17:29,23.0,20102011,8471707
28,32,1130:10,14:29,31.66,4,78,27,174,1,64,64,-5,55,2,10,214:42,02:45,1831,1,2,74:23,00:57,13.5,200,1419:15,18:11,22.0,20092010,8471707
18,22,826:54,12:43,34.21,4,65,16,57,0,26,26,24,34,0,0,04:28,00:04,1138,2,2,37:07,00:34,12.1,132,868:29,13:21,31.0,20182019,8473564
15,35,1002:25,14:19,45.83,1,70,10,48,1,26,26,-19,25,0,0,40:50,00:35,1447,2,2,141:20,02:01,6.0,167,1184:35,16:55,30.0,20172018,8473564
27,48,1136:17,13:51,44.82,1,82,17,60,1,58,58,13,44,3,8,97:36,01:11,1863,2,3,166:51,02:02,8.4,202,1400:44,17:04,29.0,20162017,8473564
17,44,873:38,13:39,50.0,4,64,15,49,0,24,24,1,32,0,1,28:20,00:26,1485,2,4,109:48,01:42,9.7,155,1011:46,15:48,28.0,20152016,8473564
23,41,1172:45,14:18,34.14,4,82,19,63,0,18,18,4,42,3,7,132:35,01:37,1981,3,3,130:05,01:35,9.2,206,1435:25,17:30,27.0,20142015,8473564
27,51,1164:02,14:22,63.23,2,81,15,41,0,12,12,8,42,1,2,80:27,00:59,1789,0,1,106:02,01:18,7.9,189,1350:31,16:40,26.0,20132014,8473564
7,23,445:54,09:54,37.5,1,45,3,32,0,8,8,5,10,0,0,09:07,00:12,813,0,0,108:17,02:24,3.1,98,563:18,12:31,25.0,20122013,8473564
10,32,733:27,11:38,33.33,0,63,5,56,0,22,22,-10,15,0,0,11:21,00:10,1202,0,1,66:13,01:03,4.3,117,811:01,12:52,24.0,20112012,8473564
27,37,1106:51,13:50,40.33,1,80,11,52,0,30,30,2,38,1,6,134:47,01:41,1672,0,0,05:46,00:04,4.4,251,1247:24,15:35,23.0,20102011,8473564
22,32,1179:51,14:23,37.14,1,82,21,72,0,43,43,-4,43,5,10,228:32,02:47,1873,0,0,24:51,00:18,9.6,219,1433:14,17:28,22.0,20092010,8473564
18,143,1468:43,18:21,0.0,1,80,7,124,1,38,38,8,25,0,0,28:41,00:21,2157,0,0,247:46,03:05,4.9,144,1745:10,21:48,31.0,20182019,8473446
16,135,1239:29,19:59,0.0,3,62,9,114,1,58,58,3,25,0,3,109:56,01:46,1901,0,1,227:38,03:40,5.4,168,1577:03,25:26,30.0,20172018,8473446
15,98,788:55,17:09,0.0,1,46,2,87,1,9,9,-6,17,0,6,96:38,02:06,1351,0,0,130:12,02:49,2.1,96,1015:45,22:04,29.0,20162017,8473446
16,197,1336:12,18:18,0.0,0,73,11,126,0,50,50,-19,27,3,6,149:21,02:02,2102,2,3,225:45,03:05,6.3,175,1711:18,23:26,28.0,20152016,8473446
11,107,906:35,19:17,0.0,2,47,12,93,0,33,33,2,23,3,6,124:07,02:38,1455,0,1,117:01,02:29,10.4,115,1147:43,24:25,27.0,20142015,8473446
30,130,1548:24,19:21,0.0,2,80,9,136,0,61,61,5,39,2,14,211:41,02:38,2258,0,0,80:28,01:00,5.7,157,1840:33,23:00,26.0,20132014,8473446
4,58,511:03,16:29,0.0,0,31,0,44,0,18,18,-3,4,0,0,58:28,01:53,876,0,0,73:51,02:22,0.0,64,643:22,20:45,25.0,20122013,8473446
22,94,1237:22,16:57,0.0,1,73,4,123,0,26,26,-7,26,1,12,169:10,02:19,1996,0,0,114:52,01:34,2.6,155,1521:24,20:50,24.0,20112012,8473446
21,133,1359:20,17:39,0.0,2,77,8,99,1,56,56,-13,29,3,10,209:50,02:43,2247,1,2,188:08,02:26,5.0,161,1757:18,22:49,23.0,20102011,8473446
29,77,1374:05,17:23,0.0,2,79,10,70,2,79,79,1,39,6,15,256:47,03:15,2248,0,0,63:03,00:47,5.4,186,1693:55,21:26,22.0,20092010,8473446
9,15,932:13,13:19,48.12,0,70,14,102,0,39,39,-19,23,2,5,111:20,01:35,1406,0,0,06:07,00:05,12.7,110,1049:40,14:59,31.0,20182019,8473544
25,25,1087:15,15:06,49.14,3,72,21,96,0,34,34,0,46,5,6,181:59,02:31,1654,0,0,07:31,00:06,10.7,197,1276:45,17:43,30.0,20172018,8473544
25,24,1195:33,14:45,49.95,3,81,14,92,0,24,24,12,39,3,7,206:32,02:32,1822,0,0,05:36,00:04,7.2,195,1407:41,17:22,29.0,20162017,8473544
31,23,1202:37,15:01,50.22,5,80,27,103,0,30,30,12,58,8,22,215:26,02:41,1875,0,0,12:46,00:09,14.8,182,1430:49,17:53,28.0,20152016,8473544
41,13,1152:29,14:24,48.76,3,80,19,106,2,34,34,9,60,6,18,219:46,02:44,1879,0,0,19:21,00:14,11.3,168,1391:36,17:23,27.0,20142015,8473544
27,19,1072:22,13:14,48.0,4,81,18,124,1,46,46,2,45,7,18,204:53,02:31,1738,0,0,02:17,00:01,11.3,159,1279:32,15:47,26.0,20132014,8473544
17,8,642:52,13:40,48.2,1,47,12,83,0,16,16,1,29,3,11,131:25,02:47,981,0,0,03:50,00:04,13.6,88,778:07,16:33,25.0,20122013,8473544
27,16,973:28,13:09,45.05,3,74,14,137,1,42,42,-20,41,5,15,226:21,03:03,1529,0,0,09:06,00:07,11.2,125,1208:55,16:20,24.0,20112012,8473544
30,14,1035:04,13:59,46.62,3,74,17,121,0,55,55,-11,47,6,16,220:44,02:58,1560,0,0,04:19,00:03,9.3,183,1260:07,17:01,23.0,20102011,8473544
27,11,967:53,12:15,41.75,0,79,9,97,0,48,48,-17,36,4,10,199:21,02:31,1577,0,0,13:11,00:10,7.2,125,1180:25,14:56,22.0,20092010,8473544
3,46,694:05,09:54,52.02,2,70,6,92,0,33,33,-14,9,0,0,07:29,00:06,1190,1,1,116:52,01:40,8.1,74,818:26,11:41,34.0,20182019,8470803
23,55,942:33,11:38,52.12,2,81,10,83,0,33,33,13,33,0,0,05:59,00:04,1610,1,3,141:57,01:45,8.8,113,1090:29,13:27,33.0,20172018,8470803
7,39,631:49,09:09,49.46,2,69,8,56,0,27,27,2,15,0,0,01:56,00:01,1241,0,0,139:29,02:01,14.5,55,773:14,11:12,32.0,20162017,8470803
4,37,683:36,08:59,49.46,4,76,7,50,0,37,37,-1,11,0,0,03:45,00:02,1297,3,3,133:50,01:45,14.3,49,821:11,10:48,31.0,20152016,8470803
11,63,774:49,10:36,49.19,0,73,9,56,0,47,47,-6,20,0,0,03:28,00:02,1322,1,1,173:57,02:22,10.5,86,952:14,13:02,30.0,20142015,8470803
